uid,Produktbereich,Produktbereich Langfassung,Produktgruppe,Produktteilhaushalt,Produktteilhaushalt Langfassung,VwV-ID,VwV-Doppik Langfassung,amount,time,direction
311007-630825,31,"Soziale Hilfen",311007,311007630,"Hilfe z. Überw. bes. soz.Schwierigkeiten",13,"Bilanzielle Abschreibungen",0,2012,Aufwendung
311007-630826,31,"Soziale Hilfen",311007,311007630,"Hilfe z. Überw. bes. soz.Schwierigkeiten",15,"Transferaufwendungen",0,2012,Aufwendung
311007-630827,31,"Soziale Hilfen",311007,311007630,"Hilfe z. Überw. bes. soz.Schwierigkeiten",16,"Sonstige ordentliche Aufwendungen",0,2012,Aufwendung
311007-630828,31,"Soziale Hilfen",311007,311007630,"Hilfe z. Überw. bes. soz.Schwierigkeiten",18,"interne Leistungen",0,2012,Aufwendung
311007-630828,31,"Soziale Hilfen",311007,311007630,"Hilfe z. Überw. bes. soz.Schwierigkeiten",19,"Kalkulatorische Kosten",0,2012,Aufwendung
3110-620829,31,"Soziale Hilfen",3110,3110620,"Grundversorgung SGB XII - ABI",02,"Zuwendungen und allgemeine Umlagen",10385,2012,Ertrag
3110-620830,31,"Soziale Hilfen",3110,3110620,"Grundversorgung SGB XII - ABI",05,"Privatrechtliche Leistungsentgelte",640,2012,Ertrag
3110-620831,31,"Soziale Hilfen",3110,3110620,"Grundversorgung SGB XII - ABI",06,"Kostenerstattungen und Kostenumlagen",27,2012,Ertrag
3110-620832,31,"Soziale Hilfen",3110,3110620,"Grundversorgung SGB XII - ABI",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
3110-620833,31,"Soziale Hilfen",3110,3110620,"Grundversorgung SGB XII - ABI",10,"Personalaufwendungen",133510,2012,Aufwendung
3110-620834,31,"Soziale Hilfen",3110,3110620,"Grundversorgung SGB XII - ABI",11,"Versorgungsaufwendungen",0,2012,Aufwendung
3110-620835,31,"Soziale Hilfen",3110,3110620,"Grundversorgung SGB XII - ABI",12,"Aufw. für Sach-/Dienstleistungen",4091,2012,Aufwendung
3110-620836,31,"Soziale Hilfen",3110,3110620,"Grundversorgung SGB XII - ABI",13,"Bilanzielle Abschreibungen",9647,2012,Aufwendung
3110-620837,31,"Soziale Hilfen",3110,3110620,"Grundversorgung SGB XII - ABI",15,"Transferaufwendungen",90,2012,Aufwendung
3110-620838,31,"Soziale Hilfen",3110,3110620,"Grundversorgung SGB XII - ABI",16,"Sonstige ordentliche Aufwendungen",7034,2012,Aufwendung
3110-620839,31,"Soziale Hilfen",3110,3110620,"Grundversorgung SGB XII - ABI",18,"interne Leistungen",26775,2012,Ertrag
3110-620839,31,"Soziale Hilfen",3110,3110620,"Grundversorgung SGB XII - ABI",19,"Kalkulatorische Kosten",9237,2012,Aufwendung
3110-620840,31,"Soziale Hilfen",3110,3110620,"Grundversorgung SGB XII - ABI",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
3110-621841,31,"Soziale Hilfen",3110,3110621,"Altenhilfe / Beratung und Sozialdienst",02,"Zuwendungen und allgemeine Umlagen",31155,2012,Ertrag
3110-621842,31,"Soziale Hilfen",3110,3110621,"Altenhilfe / Beratung und Sozialdienst",05,"Privatrechtliche Leistungsentgelte",1920,2012,Ertrag
3110-621843,31,"Soziale Hilfen",3110,3110621,"Altenhilfe / Beratung und Sozialdienst",06,"Kostenerstattungen und Kostenumlagen",80,2012,Ertrag
3110-621844,31,"Soziale Hilfen",3110,3110621,"Altenhilfe / Beratung und Sozialdienst",10,"Personalaufwendungen",271529,2012,Aufwendung
3110-621845,31,"Soziale Hilfen",3110,3110621,"Altenhilfe / Beratung und Sozialdienst",11,"Versorgungsaufwendungen",0,2012,Aufwendung
3110-621846,31,"Soziale Hilfen",3110,3110621,"Altenhilfe / Beratung und Sozialdienst",12,"Aufw. für Sach-/Dienstleistungen",12273,2012,Aufwendung
3110-621847,31,"Soziale Hilfen",3110,3110621,"Altenhilfe / Beratung und Sozialdienst",13,"Bilanzielle Abschreibungen",29141,2012,Aufwendung
3110-621848,31,"Soziale Hilfen",3110,3110621,"Altenhilfe / Beratung und Sozialdienst",15,"Transferaufwendungen",270,2012,Aufwendung
3110-621849,31,"Soziale Hilfen",3110,3110621,"Altenhilfe / Beratung und Sozialdienst",16,"Sonstige ordentliche Aufwendungen",20499,2012,Aufwendung
3110-621850,31,"Soziale Hilfen",3110,3110621,"Altenhilfe / Beratung und Sozialdienst",18,"interne Leistungen",268631,2012,Ertrag
3110-621850,31,"Soziale Hilfen",3110,3110621,"Altenhilfe / Beratung und Sozialdienst",19,"Kalkulatorische Kosten",27811,2012,Aufwendung
3110-630851,31,"Soziale Hilfen",3110,3110630,"Grundversorgung SGB XII - ESI",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
3110-630852,31,"Soziale Hilfen",3110,3110630,"Grundversorgung SGB XII - ESI",05,"Privatrechtliche Leistungsentgelte",0,2012,Ertrag
3110-630853,31,"Soziale Hilfen",3110,3110630,"Grundversorgung SGB XII - ESI",06,"Kostenerstattungen und Kostenumlagen",0,2012,Ertrag
3110-630854,31,"Soziale Hilfen",3110,3110630,"Grundversorgung SGB XII - ESI",10,"Personalaufwendungen",0,2012,Aufwendung
3110-630855,31,"Soziale Hilfen",3110,3110630,"Grundversorgung SGB XII - ESI",11,"Versorgungsaufwendungen",0,2012,Aufwendung
3110-630856,31,"Soziale Hilfen",3110,3110630,"Grundversorgung SGB XII - ESI",12,"Aufw. für Sach-/Dienstleistungen",0,2012,Aufwendung
3110-630857,31,"Soziale Hilfen",3110,3110630,"Grundversorgung SGB XII - ESI",13,"Bilanzielle Abschreibungen",0,2012,Aufwendung
3110-630858,31,"Soziale Hilfen",3110,3110630,"Grundversorgung SGB XII - ESI",16,"Sonstige ordentliche Aufwendungen",0,2012,Aufwendung
3110-630859,31,"Soziale Hilfen",3110,3110630,"Grundversorgung SGB XII - ESI",18,"interne Leistungen",0,2012,Aufwendung
3110-630859,31,"Soziale Hilfen",3110,3110630,"Grundversorgung SGB XII - ESI",19,"Kalkulatorische Kosten",0,2012,Aufwendung
312001-630860,31,"Soziale Hilfen",312001,312001630,"Leistungen für Unterkunft und Heizung",02,"Zuwendungen und allgemeine Umlagen",5700100,2012,Ertrag
312001-630861,31,"Soziale Hilfen",312001,312001630,"Leistungen für Unterkunft und Heizung",03,"Sonstige Transfererträge",750000,2012,Ertrag
312001-630862,31,"Soziale Hilfen",312001,312001630,"Leistungen für Unterkunft und Heizung",05,"Privatrechtliche Leistungsentgelte",1056700,2012,Ertrag
312001-630863,31,"Soziale Hilfen",312001,312001630,"Leistungen für Unterkunft und Heizung",06,"Kostenerstattungen und Kostenumlagen",650510,2012,Ertrag
312001-630864,31,"Soziale Hilfen",312001,312001630,"Leistungen für Unterkunft und Heizung",10,"Personalaufwendungen",1178740,2012,Aufwendung
312001-630865,31,"Soziale Hilfen",312001,312001630,"Leistungen für Unterkunft und Heizung",11,"Versorgungsaufwendungen",0,2012,Aufwendung
312001-630866,31,"Soziale Hilfen",312001,312001630,"Leistungen für Unterkunft und Heizung",12,"Aufw. für Sach-/Dienstleistungen",30490,2012,Aufwendung
312001-630867,31,"Soziale Hilfen",312001,312001630,"Leistungen für Unterkunft und Heizung",13,"Bilanzielle Abschreibungen",9900,2012,Aufwendung
312001-630868,31,"Soziale Hilfen",312001,312001630,"Leistungen für Unterkunft und Heizung",15,"Transferaufwendungen",15200000,2012,Aufwendung
312001-630869,31,"Soziale Hilfen",312001,312001630,"Leistungen für Unterkunft und Heizung",16,"Sonstige ordentliche Aufwendungen",948192,2012,Aufwendung
312001-630870,31,"Soziale Hilfen",312001,312001630,"Leistungen für Unterkunft und Heizung",18,"interne Leistungen",378017,2012,Ertrag
312001-630870,31,"Soziale Hilfen",312001,312001630,"Leistungen für Unterkunft und Heizung",19,"Kalkulatorische Kosten",1920,2012,Aufwendung
312002-620871,31,"Soziale Hilfen",312002,312002620,"Eingliederungsleistungen",02,"Zuwendungen und allgemeine Umlagen",4125,2012,Ertrag
312002-620872,31,"Soziale Hilfen",312002,312002620,"Eingliederungsleistungen",05,"Privatrechtliche Leistungsentgelte",1350,2012,Ertrag
312002-620873,31,"Soziale Hilfen",312002,312002620,"Eingliederungsleistungen",06,"Kostenerstattungen und Kostenumlagen",57,2012,Ertrag
312002-620874,31,"Soziale Hilfen",312002,312002620,"Eingliederungsleistungen",10,"Personalaufwendungen",277092,2012,Aufwendung
312002-620875,31,"Soziale Hilfen",312002,312002620,"Eingliederungsleistungen",12,"Aufw. für Sach-/Dienstleistungen",7869,2012,Aufwendung
312002-620876,31,"Soziale Hilfen",312002,312002620,"Eingliederungsleistungen",13,"Bilanzielle Abschreibungen",8522,2012,Aufwendung
312002-620877,31,"Soziale Hilfen",312002,312002620,"Eingliederungsleistungen",16,"Sonstige ordentliche Aufwendungen",15061,2012,Aufwendung
312002-620878,31,"Soziale Hilfen",312002,312002620,"Eingliederungsleistungen",18,"interne Leistungen",33241,2012,Ertrag
312002-620878,31,"Soziale Hilfen",312002,312002620,"Eingliederungsleistungen",19,"Kalkulatorische Kosten",6722,2012,Aufwendung
312002-630879,31,"Soziale Hilfen",312002,312002630,"Eingliederungsleistungen",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
312002-630880,31,"Soziale Hilfen",312002,312002630,"Eingliederungsleistungen",06,"Kostenerstattungen und Kostenumlagen",0,2012,Ertrag
312002-630881,31,"Soziale Hilfen",312002,312002630,"Eingliederungsleistungen",10,"Personalaufwendungen",0,2012,Aufwendung
312002-630882,31,"Soziale Hilfen",312002,312002630,"Eingliederungsleistungen",11,"Versorgungsaufwendungen",0,2012,Aufwendung
312002-630883,31,"Soziale Hilfen",312002,312002630,"Eingliederungsleistungen",12,"Aufw. für Sach-/Dienstleistungen",0,2012,Aufwendung
312002-630884,31,"Soziale Hilfen",312002,312002630,"Eingliederungsleistungen",13,"Bilanzielle Abschreibungen",0,2012,Aufwendung
312002-630885,31,"Soziale Hilfen",312002,312002630,"Eingliederungsleistungen",15,"Transferaufwendungen",0,2012,Aufwendung
312002-630886,31,"Soziale Hilfen",312002,312002630,"Eingliederungsleistungen",16,"Sonstige ordentliche Aufwendungen",0,2012,Aufwendung
312002-630887,31,"Soziale Hilfen",312002,312002630,"Eingliederungsleistungen",18,"interne Leistungen",0,2012,Aufwendung
312002-630887,31,"Soziale Hilfen",312002,312002630,"Eingliederungsleistungen",19,"Kalkulatorische Kosten",0,2012,Aufwendung
312003-630888,31,"Soziale Hilfen",312003,312003630,"Einmalige Leistungen",15,"Transferaufwendungen",0,2012,Aufwendung
3120-620889,31,"Soziale Hilfen",3120,3120620,"Grundsicherung für Arbeitssuchende",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
3120-620890,31,"Soziale Hilfen",3120,3120620,"Grundsicherung für Arbeitssuchende",05,"Privatrechtliche Leistungsentgelte",0,2012,Ertrag
3120-620891,31,"Soziale Hilfen",3120,3120620,"Grundsicherung für Arbeitssuchende",06,"Kostenerstattungen und Kostenumlagen",0,2012,Ertrag
3120-620892,31,"Soziale Hilfen",3120,3120620,"Grundsicherung für Arbeitssuchende",10,"Personalaufwendungen",0,2012,Aufwendung
3120-620893,31,"Soziale Hilfen",3120,3120620,"Grundsicherung für Arbeitssuchende",12,"Aufw. für Sach-/Dienstleistungen",0,2012,Aufwendung
3120-620894,31,"Soziale Hilfen",3120,3120620,"Grundsicherung für Arbeitssuchende",13,"Bilanzielle Abschreibungen",0,2012,Aufwendung
3120-620895,31,"Soziale Hilfen",3120,3120620,"Grundsicherung für Arbeitssuchende",16,"Sonstige ordentliche Aufwendungen",0,2012,Aufwendung
3120-620896,31,"Soziale Hilfen",3120,3120620,"Grundsicherung für Arbeitssuchende",18,"interne Leistungen",0,2012,Aufwendung
3120-620896,31,"Soziale Hilfen",3120,3120620,"Grundsicherung für Arbeitssuchende",19,"Kalkulatorische Kosten",0,2012,Aufwendung
3120-630897,31,"Soziale Hilfen",3120,3120630,"Grundsicherung für Arbeitssuchende",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
3120-630898,31,"Soziale Hilfen",3120,3120630,"Grundsicherung für Arbeitssuchende",03,"Sonstige Transfererträge",50000,2012,Ertrag
3120-630899,31,"Soziale Hilfen",3120,3120630,"Grundsicherung für Arbeitssuchende",05,"Privatrechtliche Leistungsentgelte",0,2012,Ertrag
3120-630900,31,"Soziale Hilfen",3120,3120630,"Grundsicherung für Arbeitssuchende",06,"Kostenerstattungen und Kostenumlagen",0,2012,Ertrag
3120-630901,31,"Soziale Hilfen",3120,3120630,"Grundsicherung für Arbeitssuchende",10,"Personalaufwendungen",0,2012,Aufwendung
3120-630902,31,"Soziale Hilfen",3120,3120630,"Grundsicherung für Arbeitssuchende",11,"Versorgungsaufwendungen",0,2012,Aufwendung
3120-630903,31,"Soziale Hilfen",3120,3120630,"Grundsicherung für Arbeitssuchende",12,"Aufw. für Sach-/Dienstleistungen",0,2012,Aufwendung
3120-630904,31,"Soziale Hilfen",3120,3120630,"Grundsicherung für Arbeitssuchende",13,"Bilanzielle Abschreibungen",0,2012,Aufwendung
3120-630905,31,"Soziale Hilfen",3120,3120630,"Grundsicherung für Arbeitssuchende",16,"Sonstige ordentliche Aufwendungen",0,2012,Aufwendung
3120-630906,31,"Soziale Hilfen",3120,3120630,"Grundsicherung für Arbeitssuchende",18,"interne Leistungen",0,2012,Aufwendung
3120-630906,31,"Soziale Hilfen",3120,3120630,"Grundsicherung für Arbeitssuchende",19,"Kalkulatorische Kosten",0,2012,Aufwendung
313001-620907,31,"Soziale Hilfen",313001,313001620,"Hilfen für Flüchtlinge",02,"Zuwendungen und allgemeine Umlagen",1815,2012,Ertrag
313001-620908,31,"Soziale Hilfen",313001,313001620,"Hilfen für Flüchtlinge",03,"Sonstige Transfererträge",25000,2012,Ertrag
313001-620909,31,"Soziale Hilfen",313001,313001620,"Hilfen für Flüchtlinge",05,"Privatrechtliche Leistungsentgelte",594,2012,Ertrag
313001-620910,31,"Soziale Hilfen",313001,313001620,"Hilfen für Flüchtlinge",06,"Kostenerstattungen und Kostenumlagen",125025,2012,Ertrag
313001-620911,31,"Soziale Hilfen",313001,313001620,"Hilfen für Flüchtlinge",10,"Personalaufwendungen",48660,2012,Aufwendung
313001-620912,31,"Soziale Hilfen",313001,313001620,"Hilfen für Flüchtlinge",12,"Aufw. für Sach-/Dienstleistungen",4413,2012,Aufwendung
313001-620913,31,"Soziale Hilfen",313001,313001620,"Hilfen für Flüchtlinge",13,"Bilanzielle Abschreibungen",3750,2012,Aufwendung
313001-620914,31,"Soziale Hilfen",313001,313001620,"Hilfen für Flüchtlinge",15,"Transferaufwendungen",750000,2012,Aufwendung
313001-620915,31,"Soziale Hilfen",313001,313001620,"Hilfen für Flüchtlinge",16,"Sonstige ordentliche Aufwendungen",5287,2012,Aufwendung
313001-620916,31,"Soziale Hilfen",313001,313001620,"Hilfen für Flüchtlinge",18,"interne Leistungen",11979,2012,Ertrag
313001-620916,31,"Soziale Hilfen",313001,313001620,"Hilfen für Flüchtlinge",19,"Kalkulatorische Kosten",2958,2012,Aufwendung
3140-620917,31,"Soziale Hilfen",3140,3140620,"Unterkünfte f. Flüchtlinge u.Wohnungslos",02,"Zuwendungen und allgemeine Umlagen",3685,2012,Ertrag
3140-620918,31,"Soziale Hilfen",3140,3140620,"Unterkünfte f. Flüchtlinge u.Wohnungslos",05,"Privatrechtliche Leistungsentgelte",252506,2012,Ertrag
3140-620919,31,"Soziale Hilfen",3140,3140620,"Unterkünfte f. Flüchtlinge u.Wohnungslos",06,"Kostenerstattungen und Kostenumlagen",146051,2012,Ertrag
3140-620920,31,"Soziale Hilfen",3140,3140620,"Unterkünfte f. Flüchtlinge u.Wohnungslos",09,"Sonstige ordentliche Erträge",5000,2012,Ertrag
3140-620921,31,"Soziale Hilfen",3140,3140620,"Unterkünfte f. Flüchtlinge u.Wohnungslos",10,"Personalaufwendungen",98796,2012,Aufwendung
3140-620922,31,"Soziale Hilfen",3140,3140620,"Unterkünfte f. Flüchtlinge u.Wohnungslos",11,"Versorgungsaufwendungen",0,2012,Aufwendung
3140-620923,31,"Soziale Hilfen",3140,3140620,"Unterkünfte f. Flüchtlinge u.Wohnungslos",12,"Aufw. für Sach-/Dienstleistungen",48360,2012,Aufwendung
3140-620924,31,"Soziale Hilfen",3140,3140620,"Unterkünfte f. Flüchtlinge u.Wohnungslos",13,"Bilanzielle Abschreibungen",8013,2012,Aufwendung
3140-620925,31,"Soziale Hilfen",3140,3140620,"Unterkünfte f. Flüchtlinge u.Wohnungslos",15,"Transferaufwendungen",472300,2012,Aufwendung
3140-620926,31,"Soziale Hilfen",3140,3140620,"Unterkünfte f. Flüchtlinge u.Wohnungslos",16,"Sonstige ordentliche Aufwendungen",62100,2012,Aufwendung
3140-620927,31,"Soziale Hilfen",3140,3140620,"Unterkünfte f. Flüchtlinge u.Wohnungslos",18,"interne Leistungen",438381,2012,Ertrag
3140-620927,31,"Soziale Hilfen",3140,3140620,"Unterkünfte f. Flüchtlinge u.Wohnungslos",19,"Kalkulatorische Kosten",6105,2012,Aufwendung
3140-620928,31,"Soziale Hilfen",3140,3140620,"Unterkünfte f. Flüchtlinge u.Wohnungslos",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
3140-621929,31,"Soziale Hilfen",3140,3140621,"Bürgerzentren - Gemeinwesenarbeit",02,"Zuwendungen und allgemeine Umlagen",5600,2012,Ertrag
3140-621930,31,"Soziale Hilfen",3140,3140621,"Bürgerzentren - Gemeinwesenarbeit",05,"Privatrechtliche Leistungsentgelte",51500,2012,Ertrag
3140-621931,31,"Soziale Hilfen",3140,3140621,"Bürgerzentren - Gemeinwesenarbeit",06,"Kostenerstattungen und Kostenumlagen",7677,2012,Ertrag
3140-621932,31,"Soziale Hilfen",3140,3140621,"Bürgerzentren - Gemeinwesenarbeit",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
3140-621933,31,"Soziale Hilfen",3140,3140621,"Bürgerzentren - Gemeinwesenarbeit",10,"Personalaufwendungen",298456,2012,Aufwendung
3140-621934,31,"Soziale Hilfen",3140,3140621,"Bürgerzentren - Gemeinwesenarbeit",11,"Versorgungsaufwendungen",0,2012,Aufwendung
3140-621935,31,"Soziale Hilfen",3140,3140621,"Bürgerzentren - Gemeinwesenarbeit",12,"Aufw. für Sach-/Dienstleistungen",51468,2012,Aufwendung
3140-621936,31,"Soziale Hilfen",3140,3140621,"Bürgerzentren - Gemeinwesenarbeit",13,"Bilanzielle Abschreibungen",20363,2012,Aufwendung
3140-621937,31,"Soziale Hilfen",3140,3140621,"Bürgerzentren - Gemeinwesenarbeit",15,"Transferaufwendungen",210300,2012,Aufwendung
3140-621938,31,"Soziale Hilfen",3140,3140621,"Bürgerzentren - Gemeinwesenarbeit",16,"Sonstige ordentliche Aufwendungen",29053,2012,Aufwendung
3140-621939,31,"Soziale Hilfen",3140,3140621,"Bürgerzentren - Gemeinwesenarbeit",18,"interne Leistungen",881351,2012,Ertrag
3140-621939,31,"Soziale Hilfen",3140,3140621,"Bürgerzentren - Gemeinwesenarbeit",19,"Kalkulatorische Kosten",11863,2012,Aufwendung
3140-621940,31,"Soziale Hilfen",3140,3140621,"Bürgerzentren - Gemeinwesenarbeit",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
3140-630941,31,"Soziale Hilfen",3140,3140630,"Wohnungslosenhilfe",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
3140-630942,31,"Soziale Hilfen",3140,3140630,"Wohnungslosenhilfe",04,"Öffentl.-rechtl. Leistungsentgelte",0,2012,Ertrag
3140-630943,31,"Soziale Hilfen",3140,3140630,"Wohnungslosenhilfe",05,"Privatrechtliche Leistungsentgelte",0,2012,Ertrag
3140-630944,31,"Soziale Hilfen",3140,3140630,"Wohnungslosenhilfe",06,"Kostenerstattungen und Kostenumlagen",0,2012,Ertrag
3140-630945,31,"Soziale Hilfen",3140,3140630,"Wohnungslosenhilfe",10,"Personalaufwendungen",0,2012,Aufwendung
3140-630946,31,"Soziale Hilfen",3140,3140630,"Wohnungslosenhilfe",11,"Versorgungsaufwendungen",0,2012,Aufwendung
3140-630947,31,"Soziale Hilfen",3140,3140630,"Wohnungslosenhilfe",12,"Aufw. für Sach-/Dienstleistungen",0,2012,Aufwendung
3140-630948,31,"Soziale Hilfen",3140,3140630,"Wohnungslosenhilfe",13,"Bilanzielle Abschreibungen",0,2012,Aufwendung
3140-630949,31,"Soziale Hilfen",3140,3140630,"Wohnungslosenhilfe",15,"Transferaufwendungen",0,2012,Aufwendung
3140-630950,31,"Soziale Hilfen",3140,3140630,"Wohnungslosenhilfe",16,"Sonstige ordentliche Aufwendungen",0,2012,Aufwendung
3140-630951,31,"Soziale Hilfen",3140,3140630,"Wohnungslosenhilfe",18,"interne Leistungen",0,2012,Aufwendung
3140-630951,31,"Soziale Hilfen",3140,3140630,"Wohnungslosenhilfe",19,"Kalkulatorische Kosten",0,2012,Aufwendung
3150-620952,31,"Soziale Hilfen",3150,3150620,"Leistungen Bundesversorgungsgesetz (BVG)",03,"Sonstige Transfererträge",150000,2012,Ertrag
3150-620953,31,"Soziale Hilfen",3150,3150620,"Leistungen Bundesversorgungsgesetz (BVG)",06,"Kostenerstattungen und Kostenumlagen",260000,2012,Ertrag
3150-620954,31,"Soziale Hilfen",3150,3150620,"Leistungen Bundesversorgungsgesetz (BVG)",15,"Transferaufwendungen",520000,2012,Aufwendung
3170-620955,31,"Soziale Hilfen",3170,3170620,"Betreuungsleistungen",02,"Zuwendungen und allgemeine Umlagen",2750,2012,Ertrag
3170-620956,31,"Soziale Hilfen",3170,3170620,"Betreuungsleistungen",05,"Privatrechtliche Leistungsentgelte",900,2012,Ertrag
3170-620957,31,"Soziale Hilfen",3170,3170620,"Betreuungsleistungen",06,"Kostenerstattungen und Kostenumlagen",38,2012,Ertrag
3170-620958,31,"Soziale Hilfen",3170,3170620,"Betreuungsleistungen",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
3170-620959,31,"Soziale Hilfen",3170,3170620,"Betreuungsleistungen",10,"Personalaufwendungen",230728,2012,Aufwendung
3170-620960,31,"Soziale Hilfen",3170,3170620,"Betreuungsleistungen",11,"Versorgungsaufwendungen",0,2012,Aufwendung
3170-620961,31,"Soziale Hilfen",3170,3170620,"Betreuungsleistungen",12,"Aufw. für Sach-/Dienstleistungen",4859,2012,Aufwendung
3170-620962,31,"Soziale Hilfen",3170,3170620,"Betreuungsleistungen",13,"Bilanzielle Abschreibungen",5781,2012,Aufwendung
3170-620963,31,"Soziale Hilfen",3170,3170620,"Betreuungsleistungen",15,"Transferaufwendungen",36000,2012,Aufwendung
3170-620964,31,"Soziale Hilfen",3170,3170620,"Betreuungsleistungen",16,"Sonstige ordentliche Aufwendungen",7131,2012,Aufwendung
3170-620965,31,"Soziale Hilfen",3170,3170620,"Betreuungsleistungen",18,"interne Leistungen",44572,2012,Ertrag
3170-620965,31,"Soziale Hilfen",3170,3170620,"Betreuungsleistungen",19,"Kalkulatorische Kosten",4582,2012,Aufwendung
3180-160966,31,"Soziale Hilfen",3180,3180160,"Stiftung Dr. Eitel Albr. u. Irma v Schad",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
3180-160967,31,"Soziale Hilfen",3180,3180160,"Stiftung Dr. Eitel Albr. u. Irma v Schad",05,"Privatrechtliche Leistungsentgelte",38100,2012,Ertrag
3180-160968,31,"Soziale Hilfen",3180,3180160,"Stiftung Dr. Eitel Albr. u. Irma v Schad",12,"Aufw. für Sach-/Dienstleistungen",38000,2012,Aufwendung
3180-160969,31,"Soziale Hilfen",3180,3180160,"Stiftung Dr. Eitel Albr. u. Irma v Schad",16,"Sonstige ordentliche Aufwendungen",100,2012,Aufwendung
3180-160970,31,"Soziale Hilfen",3180,3180160,"Stiftung Dr. Eitel Albr. u. Irma v Schad",18,"interne Leistungen",655,2012,Ertrag
3180-210970,31,"Soziale Hilfen",3180,3180210,"Sonstige unselbständige Stiftungen",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
3180-210971,31,"Soziale Hilfen",3180,3180210,"Sonstige unselbständige Stiftungen",05,"Privatrechtliche Leistungsentgelte",3500,2012,Ertrag
3180-210972,31,"Soziale Hilfen",3180,3180210,"Sonstige unselbständige Stiftungen",07,"Zinsen, Darlehensrückfl.u.ä. Erträge",12000,2012,Ertrag
3180-210973,31,"Soziale Hilfen",3180,3180210,"Sonstige unselbständige Stiftungen",12,"Aufw. für Sach-/Dienstleistungen",17500,2012,Aufwendung
3180-210974,31,"Soziale Hilfen",3180,3180210,"Sonstige unselbständige Stiftungen",18,"interne Leistungen",301,2012,Ertrag
3180-620974,31,"Soziale Hilfen",3180,3180620,"Sonstige soziale Hilfen und Leistungen",02,"Zuwendungen und allgemeine Umlagen",2750,2012,Ertrag
3180-620975,31,"Soziale Hilfen",3180,3180620,"Sonstige soziale Hilfen und Leistungen",05,"Privatrechtliche Leistungsentgelte",900,2012,Ertrag
3180-620976,31,"Soziale Hilfen",3180,3180620,"Sonstige soziale Hilfen und Leistungen",06,"Kostenerstattungen und Kostenumlagen",38,2012,Ertrag
3180-620977,31,"Soziale Hilfen",3180,3180620,"Sonstige soziale Hilfen und Leistungen",10,"Personalaufwendungen",140728,2012,Aufwendung
3180-620978,31,"Soziale Hilfen",3180,3180620,"Sonstige soziale Hilfen und Leistungen",12,"Aufw. für Sach-/Dienstleistungen",5207,2012,Aufwendung
3180-620979,31,"Soziale Hilfen",3180,3180620,"Sonstige soziale Hilfen und Leistungen",13,"Bilanzielle Abschreibungen",5681,2012,Aufwendung
3180-620980,31,"Soziale Hilfen",3180,3180620,"Sonstige soziale Hilfen und Leistungen",15,"Transferaufwendungen",55000,2012,Aufwendung
3180-620981,31,"Soziale Hilfen",3180,3180620,"Sonstige soziale Hilfen und Leistungen",16,"Sonstige ordentliche Aufwendungen",10924,2012,Aufwendung
3180-620982,31,"Soziale Hilfen",3180,3180620,"Sonstige soziale Hilfen und Leistungen",18,"interne Leistungen",25967,2012,Ertrag
3180-620982,31,"Soziale Hilfen",3180,3180620,"Sonstige soziale Hilfen und Leistungen",19,"Kalkulatorische Kosten",4482,2012,Aufwendung
3180-630983,31,"Soziale Hilfen",3180,3180630,"Sonstige soziale Hilfen",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
3180-630984,31,"Soziale Hilfen",3180,3180630,"Sonstige soziale Hilfen",05,"Privatrechtliche Leistungsentgelte",0,2012,Ertrag
3180-630985,31,"Soziale Hilfen",3180,3180630,"Sonstige soziale Hilfen",06,"Kostenerstattungen und Kostenumlagen",0,2012,Ertrag
3180-630986,31,"Soziale Hilfen",3180,3180630,"Sonstige soziale Hilfen",10,"Personalaufwendungen",0,2012,Aufwendung
3180-630987,31,"Soziale Hilfen",3180,3180630,"Sonstige soziale Hilfen",11,"Versorgungsaufwendungen",0,2012,Aufwendung
3180-630988,31,"Soziale Hilfen",3180,3180630,"Sonstige soziale Hilfen",12,"Aufw. für Sach-/Dienstleistungen",0,2012,Aufwendung
3180-630989,31,"Soziale Hilfen",3180,3180630,"Sonstige soziale Hilfen",13,"Bilanzielle Abschreibungen",0,2012,Aufwendung
3180-630990,31,"Soziale Hilfen",3180,3180630,"Sonstige soziale Hilfen",15,"Transferaufwendungen",0,2012,Aufwendung
3180-630991,31,"Soziale Hilfen",3180,3180630,"Sonstige soziale Hilfen",16,"Sonstige ordentliche Aufwendungen",0,2012,Aufwendung
3180-630992,31,"Soziale Hilfen",3180,3180630,"Sonstige soziale Hilfen",18,"interne Leistungen",0,2012,Aufwendung
